# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
ying jian 	硬件	c=1 d=1 t=27894
ying pan 	硬盤	c=2 d=1 t=27993
ying she 	映射	c=68 d=1.02586 t=29835
ying she wen jian 	映射文件	c=6 d=1.00229 t=26606
ying wen 	英文	c=6 d=1.00181 t=25716
ying xiang 	影響	c=3 d=1.72754 t=26219
ying xiang li 	影響力	c=1 d=0.421052 t=25716
ying ye 	營業	c=3 d=1.01636 t=25716
ying ye dan dang 	營業擔當	c=3 d=2.83955 t=25716
ying yong 	應用	c=6 d=0.477398 t=25716
ying yu 	英語	c=3 d=0.985112 t=25716
ying zhi 	英知	c=1 d=0.249075 t=25716
yong 	勇	c=1 d=0.000617396 t=25716
yong 	用	c=32 d=2.94072 t=28315
yong bu dao 	用不到	c=1 d=1 t=28342
yong dao 	用到	c=4 d=0.00237006 t=25716
yong de 	用的	c=1 d=0.231078 t=25716
yong gong 	用工	c=1 d=0.00740944 t=25716
yong hu 	用戶	c=66 d=2.97501 t=29392
yong hu ming 	用戶名	c=14 d=4.75103 t=25716
yong hu zu 	用戶組	c=2 d=0.00316168 t=25716
yong jin 	佣金	c=2 d=7.65337e-015 t=25716
yong jin dui xiang 	佣金對象	c=1 d=1.04745e-016 t=25716
yong jiu le 	用久了	c=1 d=1 t=26752
yong lai 	用來	c=2 d=1 t=30542
yong le 	用了	c=1 d=0.305746 t=25716
yong qi lai 	用起來	c=1 d=5.48234e-018 t=25716
yong she 	用設	c=1 d=0.56836 t=25716
yong shen me 	用什麼	c=1 d=1 t=27690
yong tu 	用途	c=2 d=1.68729 t=25044
yong xin 	用心	c=2 d=0.00819601 t=25716
yong yu 	用於	c=21 d=1.10097 t=26537
yong zhe 	用着	c=0 d=0.00378169 t=25716
yong zhe ka 	用着卡	c=1 d=0.0380064 t=25716
you 	又	c=4 d=0.142789 t=25716
you 	呦	c=1 d=0.00357068 t=25716
you 	有	c=71 d=1.08645 t=30613
you 	由	c=10 d=1 t=29530
you bian 	右邊	c=1 d=4.37327e-006 t=25716
you bian 	郵編	c=1 d=1 t=29309
you da 	優達	c=3 d=2.62453e-019 t=25716
you dao 	有道	c=8 d=1 t=29284
you dao li 	有道理	c=1 d=0.000284437 t=25716
you de 	有的	c=2 d=0.00279479 t=25716
you dian 	有點	c=5 d=0.782705 t=25716
you dian 	由點	c=1 d=0.0871609 t=25716
you guan 	有關	c=1 d=0.412714 t=25716
you hen duo 	有很多	c=1 d=1 t=29935
you hou 	油猴	c=3 d=2.97025 t=28887
you hua 	優化	c=2 d=0.310395 t=25716
you hui 	優惠	c=1 d=4.46161e-006 t=25716
you jian 	右鍵	c=1 d=0.000176887 t=25716
you jian 	郵件	c=1 d=0.171187 t=25716
you ke neng 	有可能	c=1 d=0.38868 t=25716
you ku 	優酷	c=1 d=0.000880518 t=25716
you mei you 	有沒有	c=1 d=0.138069 t=25716
you nei rong 	有內容	c=1 d=0.600496 t=25716
you neng 	又能	c=2 d=0.249075 t=25716
you ni de 	有你的	c=1 d=1 t=29145
you qu bie 	有區別	c=1 d=0.0176857 t=25716
you ren 	有人	c=1 d=0.000992781 t=25716
you shang xia 	有上下	c=1 d=2.99896e-009 t=25716
you shen me 	有什麼	c=1 d=1 t=29739
you shi 	優勢	c=1 d=0.29523 t=25716
you shi jian 	有時間	c=1 d=0.0167392 t=25716
you ti shi 	有提示	c=1 d=9.59615e-016 t=25716
you wang 	有望	c=0 d=0.00205478 t=25716
you wang jia 	有望價	c=1 d=0.0206508 t=25716
you wen ti 	有問題	c=2 d=1.06376 t=27922
you wu 	有誤	c=2 d=7.54255e-006 t=25716
you xia la kuang 	有下拉框	c=1 d=3.29896e-013 t=25716
you xian 	有限	c=2 d=1.3736e-018 t=25716
you xian ji 	優先級	c=3 d=2.21373 t=29354
you xiang 	郵箱	c=8 d=1 t=28879
you xiao 	有效	c=41 d=2.19689 t=25716
you xiao qi 	有效期	c=34 d=4.57677 t=25716
you xiao wu xiao 	有效無效	c=1 d=0.0146253 t=25716
you xiao xing 	有效性	c=14 d=0.346302 t=25716
you xie 	有些	c=1 d=1 t=27887
you xiu 	優秀	c=1 d=0.00166156 t=25716
you yi ge 	有一個	c=1 d=1 t=30614
you yu 	有餘	c=2 d=0.00552015 t=25716
you zhi 	優質	c=3 d=9.23473e-014 t=25716
you zhong 	有種	c=1 d=0.00386807 t=25716
you zi biao 	有子表	c=4 d=2.97552e-015 t=25716
yu 	俞	c=1 d=0.0328764 t=25716
yu 	域	c=6 d=0.807565 t=25716
yu 	宇	c=2 d=0.628135 t=25716
yu 	於	c=9 d=0.427915 t=25716
yu 	羽	c=1 d=0.0160027 t=25716
yu 	與	c=108 d=1.64186 t=30777
yu 	餘	c=6 d=5.67675 t=28924
yu ce 	預測	c=6 d=4.89783 t=30585
yu dao 	遇到	c=2 d=0.00729913 t=25716
yu ding 	預訂	c=2 d=1.52205 t=26913
yu e 	餘額	c=2 d=1 t=28811
yu fa 	語法	c=2 d=1.94176 t=29334
yu fu shi tong 	與富士通	c=33 d=1.13307 t=25716
yu fu wu qi 	與服務器	c=1 d=0.980199 t=25716
yu huo 	慾火	c=0 d=0.00816756 t=25716
yu huo fei 	慾火非	c=1 d=0.082085 t=25716
yu huo fei 	與或費	c=1 d=0.018968 t=25716
yu jie shi 	與解釋	c=1 d=0.918512 t=25716
yu ju 	語句	c=15 d=1.17201 t=25716
yu jun 	于軍	c=1 d=0.0327124 t=25716
yu kuai 	愉快	c=1 d=0.0366992 t=25716
yu liu 	預留	c=1 d=1.56938e-008 t=25716
yu men 	與門	c=1 d=0.0871609 t=25716
yu ming 	域名	c=5 d=1.64985 t=25716
yu qi 	逾期	c=4 d=0.11246 t=25716
yu wang 	慾望	c=1 d=1 t=27331
yu xiu lu 	御秀路	c=1 d=0.0269169 t=25716
yu xuan 	餘弦	c=1 d=2.8596e-008 t=25716
yu yan 	語言	c=18 d=1.06457 t=29522
yu you wen ti 	與有問題	c=1 d=1 t=27833
yu yue 	預約	c=6 d=5.77371e-017 t=25716
yu zhong 	語種	c=2 d=1.50739e-013 t=25716
yuan 	元	c=6 d=3.39206 t=27027
yuan 	原	c=1 d=1 t=30928
yuan 	員	c=1 d=1 t=30905
yuan 	園	c=1 d=0.0118581 t=25716
yuan 	媛	c=1 d=0.141564 t=25716
yuan 	源	c=2 d=0.546074 t=25716
yuan 	猿	c=1 d=0.064894 t=25716
yuan 	苑	c=2 d=0.937067 t=25716
yuan bi zhong 	原幣種	c=2 d=3.69609e-019 t=25716
yuan cang ku 	原倉庫	c=1 d=7.7024e-018 t=25716
yuan chan di 	原產地	c=1 d=3.59346e-019 t=25716
yuan chang 	原廠	c=26 d=1.00006 t=27724
yuan cheng 	遠程	c=11 d=1.0037 t=25716
yuan dai ma 	源代碼	c=2 d=0.0114835 t=25716
yuan du 	怨毒	c=1 d=5.10735e-008 t=25716
yuan gong 	員工	c=54 d=2.78922 t=25716
yuan gong guan li 	員工管理	c=1 d=7.75312e-007 t=25716
yuan lai 	原來	c=2 d=0.060205 t=25716
yuan li 	原理	c=3 d=0.13207 t=25716
yuan ma 	源碼	c=6 d=1 t=28875
yuan mian 	原棉	c=1 d=0.044601 t=25716
yuan sheng 	原生	c=2 d=0.266152 t=25716
yuan shi 	原始	c=36 d=0.616857 t=29777
yuan shi bi zhong 	原始幣種	c=1 d=1 t=25301
yuan shi cai gou 	原始採購	c=2 d=1.18087 t=26920
yuan shi cai gou dan jia 	原始採購單價	c=1 d=1 t=29778
yuan su 	元素	c=5 d=0.646453 t=25716
yuan tong 	圓通	c=1 d=0.22313 t=25716
yuan wen 	原文	c=0 d=0.0634448 t=25716
yuan wen jian 	原文件	c=4 d=1.25538 t=25899
yuan xing 	原型	c=2 d=0.00842257 t=25716
yuan you 	原有	c=1 d=0.612626 t=25716
yuan ze 	原則	c=2 d=0.00179097 t=25716
yue 	月	c=11 d=0.20599 t=25716
yue chang 	越長	c=1 d=0.0142642 t=25716
yue da 	越大	c=1 d=0.0144076 t=25716
yue ding 	約定	c=1 d=4.76693e-020 t=25716
yue du 	閱讀	c=2 d=0.064894 t=25716
yue fen 	月份	c=5 d=0.209119 t=25716
yue hao 	約好	c=1 d=0.034562 t=25716
yue qing 	樂清	c=1 d=0.00117675 t=25716
yue qing shi 	樂清市	c=1 d=0.00115923 t=25716
yue shu 	約束	c=5 d=0.0234238 t=25716
yue xiao 	越小	c=1 d=0.0146253 t=25716
yun 	暈	c=0 d=0.000117088 t=25716
yun 	雲	c=15 d=1.80691 t=25716
yun dan 	運單	c=1 d=0.704688 t=25716
yun dong xie 	運動鞋	c=1 d=0.680451 t=25716
yun ke tang 	雲課堂	c=1 d=0.0587185 t=25716
yun nan 	雲南	c=1 d=0.0192547 t=25716
yun nan sheng 	雲南省	c=1 d=0.00109719 t=25716
yun shu 	運輸	c=8 d=0.100261 t=29396
yun shu fang shi 	運輸方式	c=13 d=1.93718 t=29400
yun suan 	運算	c=3 d=0.340699 t=25716
yun suan fu 	運算符	c=1 d=0.000558643 t=25716
yun xing 	運行	c=23 d=0.473808 t=27997
yun xing de 	運行的	c=1 d=1 t=27998
yun xing shi 	運行時	c=2 d=0.645099 t=25716
yun xing shi jian 	運行時間	c=1 d=1 t=26589
yun ying 	運營	c=2 d=0.889401 t=25716
za kan 	咋看	c=1 d=1 t=27933
za le 	咋了	c=1 d=0.0459593 t=25716
za le 	砸了	c=1 d=0.04573 t=25716
za rou 	雜糅	c=1 d=0.193013 t=25716
zai 	再	c=14 d=1.01909 t=29113
zai 	在	c=83 d=1.04444 t=30170
zai 	載	c=2 d=0.00621991 t=25716
zai ba 	再把	c=1 d=1 t=29103
zai ban 	再辦	c=1 d=3.14672e-016 t=25716
zai duo 	再多	c=1 d=7.35596e-006 t=25716
zai fa bu yi ci 	在發佈一次	c=1 d=1 t=28240
zai hao 	再好	c=1 d=0.00806679 t=25716
zai ji guo lai 	在寄過來	c=1 d=3.74852e-016 t=25716
zai kai ji 	在開機	c=1 d=1 t=27915
zai kan 	再看	c=3 d=1 t=27934
zai kan kan 	再看看	c=1 d=0.000387808 t=25716
zai ku 	在庫	c=1 d=1 t=25057
zai na 	在哪	c=1 d=0.010358 t=25716
zai na chi 	在哪吃	c=1 d=0.075774 t=25716
zai nong 	再弄	c=2 d=1 t=29096
zai qu 	再去	c=1 d=2.1939e-008 t=25716
zai ru 	載入	c=1 d=0.574072 t=25716
zai ti 	載體	c=3 d=0.284787 t=25716
zai tu 	在途	c=3 d=0.601686 t=27014
zai wo men 	在我們	c=1 d=0.0142642 t=25716
zai xian 	在線	c=3 d=0.298197 t=25716
zai yong 	再用	c=1 d=2.4753e-016 t=25716
zai yu 	在於	c=1 d=8.89519e-006 t=25716
zai zhan 	再戰	c=1 d=1 t=26743
zai zhao 	再找	c=1 d=0.0724398 t=25716
zai zhe li 	在這裏	c=2 d=0.536955 t=25716
zan 	暫	c=1 d=3.0532e-014 t=25716
zan cun 	暫存	c=3 d=1.00566 t=29797
zan qu 	暫取	c=2 d=6.12325e-014 t=25716
zan shi 	暫時	c=5 d=1.27463 t=25716
zao 	早	c=1 d=0.0109436 t=25716
zao chen 	早晨	c=1 d=0.123687 t=25716
zao dian 	早點	c=1 d=0.000290183 t=25716
zao shui 	早睡	c=1 d=0.418952 t=25716
zao xing 	造型	c=1 d=0.00173804 t=25716
ze 	則	c=76 d=1.04199 t=28541
ze biao shi 	則表示	c=1 d=1 t=26561
ze bu neng 	則不能	c=1 d=6.13044e-009 t=25716
ze chong xin 	則重新	c=1 d=1 t=25502
ze fan hui 	則返回	c=1 d=3.00151e-019 t=25716
ze hui 	則會	c=2 d=0.373439 t=25716
ze ji lu 	則記錄	c=1 d=1 t=26689
ze ren 	責任	c=1 d=0.142274 t=25716
ze shi 	則是	c=13 d=1.87995 t=25738
ze ti shi 	則提示	c=2 d=0.370159 t=25716
zen 	怎	c=1 d=1 t=25616
zen me 	怎麼	c=8 d=1.05393 t=28366
zen me ban 	怎麼辦	c=2 d=0.0906053 t=25716
zen me la 	怎麼啦	c=1 d=1 t=29267
zen me zuo 	怎麼做	c=1 d=1 t=25980
zeng 	增	c=4 d=1 t=30880
zeng 	曾	c=0 d=0.00765355 t=25716
zeng gai 	增改	c=2 d=0.124307 t=25716
zeng jia 	增加	c=41 d=1.03929 t=26495
zeng liang 	增量	c=2 d=0.00591656 t=25716
zeng qiang 	增強	c=3 d=0.95852 t=25716
zeng shan 	增刪	c=2 d=0.19205 t=25716
zeng shan gai 	曾刪改	c=2 d=0.0769192 t=25716
zha shi 	紮實	c=0 d=0.000227676 t=25716
zhai quan 	債券	c=1 d=1 t=24910
zhan 	佔	c=1 d=0.0502874 t=25716
zhan 	棧	c=1 d=1 t=24225
zhan dian 	站點	c=4 d=1 t=27982
zhan lve 	戰略	c=2 d=1.00234e-018 t=25716
zhan lve yi wu 	戰略役物	c=2 d=9.53973e-019 t=25716
zhan shi 	展示	c=6 d=0.823495 t=25716
zhan tie 	粘貼	c=4 d=0.0227089 t=25716
zhan yong 	佔用	c=5 d=1.00001 t=26664
zhan zai 	站在	c=1 d=0.119433 t=25716
zhan zhang 	站長	c=1 d=1 t=29093
zhang 	張	c=4 d=0.0329463 t=25716
zhang ben 	賬本	c=1 d=1 t=29916
zhang hao 	帳號	c=3 d=0.557106 t=25716
zhang hu 	賬戶	c=6 d=1.97288 t=25972
zhang hu ming 	賬戶名	c=2 d=0.0388265 t=25716
zhao 	兆	c=1 d=1 t=30843
zhao 	找	c=1 d=0.000219315 t=25716
zhao 	照	c=1 d=0.00392653 t=25716
zhao bu dao 	找不到	c=7 d=0.204503 t=25716
zhao dao 	找到	c=4 d=1.00291 t=29807
zhao de 	找的	c=0 d=0.00376283 t=25716
zhao de dui bu dui 	找的對不對	c=1 d=0.0378169 t=25716
zhao hang 	招行	c=3 d=2.5981 t=25716
zhao huan 	召喚	c=1 d=0.00160441 t=25716
zhao shang 	招商	c=2 d=1.69388 t=25716
zhe 	着	c=3 d=1.15656 t=26069
zhe 	者	c=4 d=2.82543 t=26103
zhe 	這	c=6 d=0.134202 t=25716
zhe bian 	這邊	c=6 d=1 t=29107
zhe bu shi 	着不是	c=1 d=0.00546167 t=25716
zhe cai shi 	這纔是	c=1 d=0.302704 t=25716
zhe dian 	這點	c=1 d=0.172045 t=25716
zhe die 	摺疊	c=2 d=0.00600712 t=25716
zhe duan 	這段	c=2 d=9.22612e-005 t=25716
zhe duan hua 	這段話	c=1 d=0.0338776 t=25716
zhe ge 	這個	c=37 d=1.00009 t=29927
zhe ge biao 	這個表	c=1 d=1 t=27907
zhe ge lei 	這個類	c=1 d=0.178173 t=25716
zhe ge shuo ming 	這個說明	c=1 d=0.00946646 t=25716
zhe ge yue 	這個月	c=1 d=0.000199439 t=25716
zhe hang 	折行	c=1 d=1.58106e-007 t=25716
zhe he 	這和	c=1 d=1 t=29737
zhe huan 	折換	c=5 d=2.58544e-019 t=25716
zhe jia 	這家	c=1 d=0.0380064 t=25716
zhe jiang 	浙江	c=1 d=3.58358e-016 t=25716
zhe jiang sheng 	浙江省	c=1 d=0.00114769 t=25716
zhe ju 	這句	c=1 d=0.0356146 t=25716
zhe li 	這裏	c=7 d=1 t=28377
zhe liang ge 	這兩個	c=2 d=0.433874 t=25716
zhe me duo 	這麼多	c=1 d=0.0206508 t=25716
zhe me jiu 	這麼久	c=1 d=0.00290884 t=25716
zhe qun 	這羣	c=1 d=0.0393602 t=25716
zhe san ge 	這三個	c=1 d=0.158025 t=25716
zhe shi 	這是	c=3 d=0.000832957 t=25716
zhe wo 	這我	c=1 d=1 t=27798
zhe xia 	這下	c=1 d=0.0366992 t=25716
zhe xie 	這些	c=3 d=0.52548 t=25716
zhe xue 	哲學	c=1 d=0.546074 t=25716
zhe yang 	這樣	c=6 d=1.00001 t=27859
zhe yi 	這一	c=1 d=0.158817 t=25716
zhe yi hang 	這一行	c=1 d=5.9677e-016 t=25716
zhe you 	這又	c=0 d=0.000729913 t=25716
zhe zhong 	這種	c=1 d=0.00472447 t=25716
zhei li 	這裏	c=1 d=0.100761 t=25716
zhen 	真	c=1 d=0.101774 t=25716
zhen 	陣	c=1 d=0.00334597 t=25716
zhen dang qi 	振盪器	c=1 d=0.172045 t=25716
zhen de 	真的	c=2 d=1.00001 t=28003
zhen dui 	針對	c=2 d=1.96079 t=26040
zhen jia 	真假	c=1 d=0.11475 t=25716
zhen shi 	真實	c=3 d=1 t=30332
zhen shi 	真是	c=2 d=0.0340475 t=25716
zhen zhen zheng zheng 	真真正正	c=1 d=0.210136 t=25716
zhen zheng 	真正	c=1 d=0.232236 t=25716
zheng 	整	c=2 d=1.00089 t=26701
zheng 	正	c=2 d=1 t=25848
zheng 	證	c=2 d=0.0281559 t=25716
zheng chang 	正常	c=7 d=1.09396 t=28146
zheng dan 	整單	c=3 d=0.529612 t=25716
zheng ge 	整個	c=1 d=0.00329615 t=25716
zheng hang 	整行	c=2 d=1 t=28032
zheng hao 	正好	c=2 d=0.00154644 t=25716
zheng li 	整理	c=2 d=0.882497 t=25716
zheng shu 	整數	c=1 d=1 t=24226
zheng shui 	徵稅	c=1 d=1 t=26506
zheng ti 	整體	c=1 d=0.00283702 t=25716
zheng xiang 	正向	c=9 d=3.73323 t=30582
zheng xin 	徵信	c=4 d=0.135797 t=25716
zheng zai 	正在	c=11 d=1.00001 t=27835
zheng zai bian ji 	正在編輯	c=1 d=1 t=24434
zheng ze 	正則	c=10 d=1.99501 t=29119
zheng ze biao da shi 	正則表達式	c=2 d=8.63377e-008 t=25716
zheng zhi 	政治	c=1 d=1 t=29939
zhi 	之	c=1 d=0.0140519 t=25716
zhi 	值	c=98 d=3.52885 t=30406
zhi 	只	c=2 d=0.255381 t=25716
zhi 	志	c=2 d=1 t=30834
zhi 	指	c=2 d=0.0114473 t=25716
zhi 	止	c=13 d=1 t=30826
zhi 	知	c=1 d=0.0327124 t=25716
zhi 	置	c=1 d=1 t=30243
zhi 	至	c=5 d=1 t=28680
zhi bo 	直播	c=2 d=1 t=28971
zhi chi 	支持	c=12 d=0.104096 t=26705
zhi chuan di 	值傳遞	c=1 d=0.00694315 t=25716
zhi ci 	至此	c=2 d=1 t=27801
zhi dan 	製單	c=6 d=0.258398 t=25716
zhi dan ren 	製單人	c=8 d=0.183778 t=25716
zhi dao 	指導	c=1 d=0.0057417 t=25716
zhi dao 	直到	c=1 d=0.0488012 t=25716
zhi dao 	知道	c=6 d=1 t=27803
zhi de 	值得	c=2 d=0.1 t=28697
zhi de mai 	值得買	c=2 d=1.3396 t=28914
zhi ding 	指定	c=28 d=1.00046 t=30096
zhi du 	只讀	c=1 d=0.000199922 t=25716
zhi du mo shi 	只讀模式	c=1 d=0.00200924 t=25716
zhi fu 	支付	c=49 d=1.95642 t=29432
zhi fu bao 	支付寶	c=3 d=0.261846 t=25716
zhi fu tiao jian 	支付條件	c=3 d=0.504095 t=25716
zhi fu xie yi 	支付協議	c=7 d=1.00844 t=29425
zhi gong 	職工	c=1 d=0.637628 t=25716
zhi gou 	只夠	c=1 d=1 t=27965
zhi guan 	直觀	c=1 d=0.092089 t=25716
zhi hang 	支行	c=1 d=0.0271874 t=25716
zhi he 	之和	c=1 d=1 t=26481
zhi he 	紙盒	c=1 d=1 t=26477
zhi hou 	之後	c=1 d=8.94739e-016 t=25716
zhi hu 	支護	c=1 d=0.282239 t=25716
zhi hu 	知乎	c=7 d=1 t=29307
zhi jia 	支架	c=1 d=1.43924e-019 t=25716
zhi jian 	之間	c=14 d=1 t=30063
zhi jian 	只見	c=2 d=0.307478 t=25716
zhi jiao 	指教	c=1 d=0.351692 t=25716
zhi jie 	直接	c=8 d=1.37908 t=29374
zhi jin 	至今	c=1 d=0.00660453 t=25716
zhi lu 	之路	c=4 d=2.9458 t=29461
zhi mei 	之美	c=4 d=1 t=30768
zhi nan 	指南	c=15 d=6.031 t=25716
zhi neng 	只能	c=14 d=0.582642 t=25716
zhi neng 	智能	c=3 d=1.08168 t=29456
zhi qi 	志氣	c=1 d=0.0395575 t=25716
zhi qian 	之前	c=9 d=1.00002 t=30191
zhi shao 	至少	c=1 d=0.00408677 t=25716
zhi sheng cheng 	只生成	c=1 d=0.932394 t=25716
zhi shi 	只是	c=5 d=0.193806 t=25716
zhi shi 	指示	c=5 d=1.00004 t=28600
zhi shi 	知識	c=12 d=1.01645 t=25716
zhi tui 	只推	c=1 d=1 t=28098
zhi wei 	只爲	c=1 d=0.0391639 t=25716
zhi wei 	置爲	c=1 d=0.062662 t=25716
zhi wei 	職位	c=2 d=0.00485218 t=25716
zhi xian shi 	只顯示	c=2 d=0.00276698 t=25716
zhi xiang 	只想	c=1 d=0.33454 t=25716
zhi xiang 	指向	c=4 d=0.752686 t=25716
zhi xiang 	紙箱	c=1 d=0.000587285 t=25716
zhi xie 	只寫	c=1 d=1 t=24506
zhi xing 	執行	c=56 d=0.155537 t=27768
zhi xu yao 	只需要	c=1 d=1.92115e-005 t=25716
zhi yao 	只要	c=1 d=0.0383884 t=25716
zhi ying 	直營	c=1 d=1 t=27637
zhi yong 	只用	c=1 d=0.017953 t=25716
zhi you 	只有	c=7 d=1 t=29892
zhi yu 	至於	c=0 d=0.0064894 t=25716
zhi yun 	直運	c=2 d=1.22879 t=25716
zhi zao shang 	製造商	c=1 d=0.00382958 t=25716
zhi zeng 	只增	c=1 d=1 t=26016
zhi zhen 	指針	c=1 d=1.00074 t=29553
zhi zhi 	紙質	c=1 d=0.0773047 t=25716
zhong 	中	c=277 d=1.75061 t=30173
zhong 	種	c=4 d=0.339596 t=25716
zhong bao 	中保	c=1 d=0.000564257 t=25716
zhong de 	中的	c=6 d=1.01576 t=28396
zhong dian 	重點	c=1 d=0.225373 t=25716
zhong duan 	中斷	c=2 d=0.143531 t=25716
zhong guo 	中國	c=10 d=1.24171 t=29150
zhong hua 	中華	c=1 d=8.61881e-017 t=25716
zhong huan 	中環	c=1 d=0.913931 t=25716
zhong ji 	終極	c=1 d=0.0229371 t=25716
zhong jian jian 	中間件	c=4 d=0.0821031 t=25716
zhong shi 	忠實	c=1 d=0.00118265 t=25716
zhong wen 	中文	c=10 d=1.00002 t=30716
zhong wu 	中午	c=1 d=1 t=28269
zhong xia 	中下	c=1 d=8.16574e-009 t=25716
zhong yao 	重要	c=1 d=0.0023935 t=25716
zhong yao xing 	重要性	c=1 d=0.00436124 t=25716
zhong zhi 	終止	c=1 d=0.0203434 t=25716
zhou 	周	c=2 d=1 t=30833
zhou liu 	週六	c=2 d=0.270412 t=25716
zhou mo 	週末	c=2 d=0.814647 t=25716
zhou pu 	周浦	c=1 d=0.107528 t=25716
zhou wu 	週五	c=1 d=2.04697e-016 t=25716
zhu 	主	c=7 d=0.640584 t=25716
zhu 	朱	c=1 d=0.111917 t=25716
zhu biao 	主表	c=19 d=2.56958 t=25716
zhu ce 	註冊	c=9 d=0.305725 t=25716
zhu ce biao 	註冊表	c=2 d=3.98019e-008 t=25716
zhu cheng xu 	主程序	c=4 d=0.125068 t=25716
zhu cong 	主從	c=2 d=0.0235177 t=25716
zhu dang 	主檔	c=5 d=0.847894 t=25716
zhu fen zhi 	主分支	c=1 d=0.125556 t=25716
zhu ji 	主機	c=2 d=1 t=29045
zhu jian 	主鍵	c=10 d=0.433892 t=25716
zhu jie 	註解	c=11 d=1.00181 t=26717
zhu li 	助理	c=1 d=1 t=29031
zhu ming ming 	朱明明	c=2 d=0.0753961 t=25716
zhu ru 	注入	c=10 d=1 t=28631
zhu she qi 	注射器	c=1 d=0.0352602 t=25716
zhu shi 	註釋	c=43 d=1.02382 t=27403
zhu shou 	助手	c=2 d=0.0403566 t=25716
zhu shu ju 	主數據	c=24 d=1.00077 t=26972
zhu ti 	主題	c=8 d=1 t=28998
zhu xiao 	註銷	c=2 d=1 t=29608
zhu yao 	主要	c=10 d=1.33964 t=29543
zhu yao you 	主要有	c=1 d=1 t=28984
zhu ye 	主頁	c=2 d=1.16478 t=25716
zhu yi 	注意	c=8 d=1 t=29513
zhu yuan 	住院	c=2 d=0.0811341 t=25716
zhu zhi 	住址	c=2 d=0.00789282 t=25716
zhua bao 	抓包	c=1 d=0.0804596 t=25716
zhua bing 	抓兵	c=0 d=0.1 t=28275
zhua qu 	抓取	c=2 d=0.0457244 t=25716
zhuan 	轉	c=26 d=1.97045 t=29891
zhuan bu le 	轉不了	c=2 d=1 t=27758
zhuan cheng 	轉成	c=10 d=1.00139 t=30048
zhuan dao 	轉到	c=0 d=0.0263158 t=25716
zhuan dao na 	轉到那	c=1 d=0.264477 t=25716
zhuan fa 	轉發	c=0 d=0.0162026 t=25716
zhuan fa dao 	轉發到	c=1 d=0.162838 t=25716
zhuan huan 	轉換	c=30 d=1.0305 t=30587
zhuan huan cheng 	轉換成	c=1 d=0.0105672 t=25716
zhuan lan 	專欄	c=1 d=1 t=30841
zhuan le 	轉了	c=1 d=1 t=27751
zhuan qian 	賺錢	c=1 d=1 t=29943
zhuan xing 	轉型	c=2 d=0.0798882 t=25716
zhuan xing cheng 	轉型成	c=1 d=0.0710054 t=25716
zhuan ye 	專業	c=5 d=0.0135534 t=25716
zhuan yi 	轉移	c=1 d=7.45039e-009 t=25716
zhuan yi 	轉義	c=1 d=9.23745e-009 t=25716
zhuan zhang 	轉賬	c=1 d=0.276651 t=25716
zhuang 	狀	c=3 d=1.99513 t=26515
zhuang 	裝	c=11 d=0.790571 t=25716
zhuang dao 	裝到	c=1 d=1 t=28375
zhuang de 	裝得	c=1 d=0.900325 t=25716
zhuang ge 	裝個	c=2 d=1.95123 t=28322
zhuang kuan dai 	裝寬帶	c=1 d=1.05726e-008 t=25716
zhuang tai 	狀態	c=52 d=1.00016 t=29787
zhuang tu 	壯圖	c=1 d=1 t=26513
zhuang xia 	裝下	c=1 d=0.0816756 t=25716
zhuang xiang 	裝箱	c=5 d=2.86301e-007 t=25716
zhuang xiang dan 	裝箱單	c=45 d=1.38674 t=25716
zhuang zhi 	裝置	c=2 d=0.0217849 t=25716
zhui ben 	追本	c=1 d=0.0244775 t=25716
zhui jia 	追加	c=35 d=3.18619 t=29637
zhui qiu 	追求	c=1 d=0.00130051 t=25716
zhui sui 	追隨	c=1 d=0.000649051 t=25716
zhun 	準	c=2 d=1.19459e-007 t=25716
zhun bei 	準備	c=4 d=0.0127318 t=25716
zhun que 	準確	c=3 d=2.93124 t=30094
zhun zai 	迍災	c=1 d=7.2103e-006 t=25716
zhuo mian 	桌面	c=2 d=1.94176 t=30934
zi 	子	c=10 d=1.05814 t=26195
zi 	字	c=4 d=1.97045 t=28333
zi ben 	資本	c=1 d=1 t=29951
zi ben lun 	資本論	c=2 d=0.0556123 t=25716
zi biao 	子表	c=56 d=2.77698 t=29346
zi cai dan 	字菜單	c=1 d=0.697676 t=25716
zi cha xun 	字查詢	c=3 d=0.0169075 t=25716
zi chan 	資產	c=1 d=1 t=29917
zi cong 	自從	c=1 d=0.00771183 t=25716
zi dian 	字典	c=26 d=4.24038 t=30643
zi dian biao 	字典表	c=17 d=1.00003 t=27764
zi ding yi 	自定義	c=14 d=1 t=28997
zi dong 	自動	c=46 d=2.51013 t=30954
zi dong gou jian 	自動構建	c=1 d=0.189191 t=25716
zi dong guan lian 	自動關聯	c=1 d=0.0459593 t=25716
zi dong hua 	自動化	c=1 d=2.69536e-018 t=25716
zi dong ti jiao 	自動提交	c=1 d=1 t=25941
zi dong wan cheng 	自動完成	c=1 d=1.10649e-014 t=25716
zi duan 	字段	c=96 d=1.03431 t=29368
zi duan ming 	字段名	c=2 d=0.32628 t=25716
zi fu 	字符	c=6 d=0.752014 t=25716
