# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	51595
#@/user_id	macbook
a 	啊	c=254 d=4.68748 t=51595
yue qing 	樂清	c=6 d=4.76823e-06 t=51595
yue qing shi 	樂清市	c=1 d=7.87164e-09 t=51595
yue shu 	約束	c=5 d=1.59057e-07 t=51595
yue xiao 	越小	c=2 d=0.0095616 t=51595
yue xin 	月薪	c=1 d=0.201897 t=51595
yue zai 	約在	c=1 d=1 t=49174
yun 	暈	c=1 d=7.95075e-10 t=51595
yun 	運	c=3 d=3.22189e-35 t=51595
yun 	雲	c=28 d=0.257148 t=51595
yun dan 	運單	c=1 d=4.78512e-06 t=51595
yun dong xie 	運動鞋	c=1 d=4.62054e-06 t=51595
yun ji 	雲集	c=0 d=3.10409e-33 t=51595
yun ke tang 	雲課堂	c=3 d=0.245367 t=51595
yun nan 	雲南	c=3 d=0.704688 t=51595
yun nan sheng 	雲南省	c=3 d=7.45036e-09 t=51595
yun pan 	雲盤	c=5 d=4.95295e-10 t=51595
yun qi 	運氣	c=1 d=6.01133e-14 t=51595
yun shu 	運輸	c=8 d=4.12864e-05 t=51595
yun shu fang shi 	運輸方式	c=13 d=0.000813824 t=51595
yun suan 	運算	c=8 d=0.000165755 t=51595
yun suan fu 	運算符	c=4 d=2.1473e-06 t=51595
yun wei 	運維	c=1 d=1.27142e-31 t=51595
yun xing 	運行	c=32 d=0.0618783 t=51595
yun xing de 	運行的	c=1 d=3.79277e-07 t=51595
yun xing shi 	運行時	c=2 d=4.38048e-06 t=51595
yun xing shi jian 	運行時間	c=1 d=3.30637e-10 t=51595
yun xu 	允許	c=1 d=5.67647e-45 t=51595
yun yin yue 	雲音樂	c=1 d=5.70219e-10 t=51595
yun ying 	運營	c=5 d=6.03939e-06 t=51595
yun yong 	運用	c=1 d=0.321422 t=51595
za 	咋	c=2 d=0.000189718 t=51595
za ban 	咋辦	c=2 d=4.73998e-06 t=51595
za bu 	雜布	c=1 d=0.000188766 t=51595
za bu lai shi qu 	咋不來時區	c=1 d=1.70096e-14 t=51595
za bu zhe me shuo 	咋不這麼說	c=1 d=7.14463e-16 t=51595
za di 	咋滴	c=2 d=0.0105672 t=51595
za kan 	咋看	c=1 d=2.74038e-07 t=51595
za ke neng 	咋可能	c=2 d=0.00151855 t=51595
za le 	咋了	c=10 d=0.00289465 t=51595
za le 	砸了	c=1 d=3.10525e-07 t=51595
za rou 	雜糅	c=1 d=1.31064e-06 t=51595
za xiang 	咋想	c=1 d=6.35096e-13 t=51595
za yang 	咋樣	c=14 d=0.105506 t=51595
za yong 	雜用	c=1 d=5.75754e-06 t=51595
zai 	再	c=32 d=0.591555 t=51595
zai 	在	c=165 d=2.13062 t=51595
zai 	載	c=3 d=0.000833397 t=51595
zai ba 	再把	c=1 d=9.51553e-05 t=51595
zai ban 	再辦	c=1 d=2.13675e-21 t=51595
zai bei hou 	在背後	c=1 d=2.58167e-11 t=51595
zai bu zai 	在不在	c=1 d=4.01964e-14 t=51595
zai chi 	再吃	c=1 d=1.32151e-16 t=51595
zai chi ba 	再吃吧	c=1 d=1.32814e-15 t=51595
zai chu zhou 	在滁州	c=1 d=5.83642e-19 t=51595
zai ci 	再次	c=7 d=0.486467 t=51595
zai dai ta qu 	在帶她去	c=2 d=3.05361e-37 t=51595
zai duo 	再多	c=1 d=4.99499e-11 t=51595
zai fa bu yi ci 	在發佈一次	c=1 d=1.2719e-06 t=51595
zai gei 	再給	c=1 d=1.46025e-13 t=51595
zai gong si 	在公司	c=1 d=0.00259284 t=51595
zai guo 	再過	c=0 d=4.72014e-52 t=51595
zai guo ji nian 	再過幾年	c=1 d=4.74382e-51 t=51595
zai guo qu 	再過去	c=1 d=4.88163e-35 t=51595
zai hao 	再好	c=1 d=5.47768e-08 t=51595
zai hui qu 	再回去	c=1 d=1.18305e-07 t=51595
zai ji guo lai 	在寄過來	c=1 d=2.5454e-21 t=51595
zai jia 	在家	c=4 d=1.45247e-09 t=51595
zai kai ji 	在開機	c=1 d=2.50452e-07 t=51595
zai kan 	再看	c=6 d=3.42298e-06 t=51595
zai kan 	在看	c=1 d=3.36331e-05 t=51595
zai kan kan 	再看看	c=1 d=2.63337e-09 t=51595
zai ken 	在啃	c=1 d=2.1927e-31 t=51595
zai ku 	在庫	c=3 d=0.00168591 t=51595
zai lai yi ge 	再來一個	c=1 d=1.14368e-50 t=51595
zai mai 	再買	c=2 d=3.44189e-12 t=51595
zai mai yi ge 	再買一個	c=1 d=2.0322e-19 t=51595
zai na 	在哪	c=4 d=0.199888 t=51595
zai na 	在那	c=1 d=5.72085e-19 t=51595
zai na chi 	在哪吃	c=1 d=5.14536e-07 t=51595
zai na li 	在哪裏	c=3 d=4.47392e-09 t=51595
zai ni men 	在你們	c=1 d=2.45109e-18 t=51595
zai nong 	再弄	c=3 d=9.18825e-05 t=51595
zai qu 	再去	c=4 d=4.14367e-08 t=51595
zai ren he 	在任何	c=1 d=8.1982e-46 t=51595
zai ru 	載入	c=1 d=3.89818e-06 t=51595
zai shang 	再上	c=1 d=8.07091e-09 t=51595
zai shen me 	在什麼	c=1 d=8.61734e-15 t=51595
zai shi shi 	再試試	c=2 d=1.27034e-16 t=51595
zai shou li 	在手裏	c=1 d=3.84211e-12 t=51595
zai shua 	再刷	c=1 d=6.11461e-08 t=51595
zai shuo 	再說	c=8 d=0.32176 t=51595
zai ti 	載體	c=3 d=1.93382e-06 t=51595
zai tiao 	再跳	c=1 d=1 t=47340
zai tu 	在途	c=3 d=0.00152381 t=51595
zai wan 	再晚	c=1 d=2.97317e-25 t=51595
zai wo 	在我	c=1 d=0.018043 t=51595
zai wo men 	在我們	c=1 d=9.68597e-08 t=51595
zai wu zi li 	在屋子裏	c=1 d=1.05213e-39 t=51595
zai xi 	再洗	c=1 d=1.13411e-10 t=51595
zai xi ba 	再洗吧	c=1 d=1.12283e-10 t=51595
zai xian 	在線	c=4 d=0.000804733 t=51595
zai xue le 	在學了	c=1 d=1.14688e-24 t=51595
zai yi 	在意	c=1 d=8.84752e-31 t=51595
zai yi ge 	再一個	c=0 d=1.88113e-23 t=51595
zai yi ge qun li 	再一個羣裏	c=1 d=1.89056e-22 t=51595
zai yi qi 	在一起	c=1 d=2.70234e-19 t=51595
zai yi yuan 	在醫院	c=1 d=5.91839e-36 t=51595
zai yong 	再用	c=2 d=1.33089e-10 t=51595
zai yu 	在於	c=1 d=6.04019e-11 t=51595
zai yun xing 	在運行	c=1 d=1.899e-45 t=51595
zai zhan 	再戰	c=1 d=7.14099e-10 t=51595
zai zhao 	再找	c=2 d=1.26135e-06 t=51595
zai zhe 	在這	c=0 d=6.28689e-10 t=51595
zai zhe li 	在這裏	c=2 d=3.64614e-06 t=51595
zai zhe zhu 	在這住	c=1 d=1.25989e-12 t=51595
zai zhi 	在職	c=1 d=1.53032e-35 t=51595
zai zuo 	再做	c=0 d=2.54973e-42 t=51595
zai zuo shen me 	在做什麼	c=1 d=1 t=47263
zai zuo yi ge 	再做一個	c=1 d=2.56252e-41 t=51595
zan 	暫	c=1 d=2.07325e-19 t=51595
zan 	讚	c=2 d=2.04732e-18 t=51595
zan cun 	暫存	c=3 d=0.00307529 t=51595
zan dao 	攢到	c=2 d=2.97172e-12 t=51595
zan ding 	暫定	c=1 d=5.98397e-48 t=51595
zan qu 	暫取	c=2 d=4.15793e-19 t=51595
zan shi 	暫時	c=6 d=8.65525e-06 t=51595
zang 	髒	c=1 d=0.0176857 t=51595
zang hua 	髒話	c=0 d=0.1 t=50323
zao 	早	c=3 d=7.43115e-08 t=51595
zao 	糟	c=1 d=3.66356e-11 t=51595
zao bao 	早報	c=1 d=0.0120946 t=51595
zao can 	早餐	c=1 d=1 t=48586
zao chen 	早晨	c=5 d=0.0114037 t=51595
zao dian 	早點	c=2 d=0.000191619 t=51595
zao jia 	造價	c=2 d=2.66792e-37 t=51595
zao le 	早了	c=0 d=0.0090718 t=51595
zao qi 	早期	c=1 d=3.73618e-36 t=51595
zao shang 	早上	c=1 d=3.07907e-25 t=51595
zao shou 	遭受	c=1 d=9.77803e-31 t=51595
zao shui 	早睡	c=1 d=2.84485e-06 t=51595
zao wan 	早晚	c=1 d=2.14454e-05 t=51595
zao xing 	造型	c=2 d=7.79199e-07 t=51595
zao yang 	棗陽	c=1 d=0.00348252 t=51595
zao zao 	澡澡	c=1 d=1.31555e-50 t=51595
zao zui 	遭罪	c=0 d=4.98703e-52 t=51595
ze 	則	c=80 d=0.966119 t=51595
ze biao shi 	則表示	c=1 d=2.87442e-10 t=51595
ze bu neng 	則不能	c=1 d=4.16282e-14 t=51595
ze chong xin 	則重新	c=1 d=1.44199e-12 t=51595
ze fan hui 	則返回	c=1 d=2.03815e-24 t=51595
ze hui 	則會	c=2 d=2.5358e-06 t=51595
ze ji lu 	則記錄	c=1 d=5.45128e-10 t=51595
ze ren 	責任	c=1 d=9.66098e-07 t=51595
ze shi 	則是	c=13 d=6.67004e-06 t=51595
ze ti shi 	則提示	c=2 d=2.51353e-06 t=51595
zei shuang 	賊爽	c=1 d=7.62057e-10 t=51595
zen 	怎	c=1 d=2.54982e-12 t=51595
zen me 	怎麼	c=45 d=0.9587 t=51595
zen me ban 	怎麼辦	c=6 d=6.93321e-07 t=51595
zen me hui shi 	怎麼回事	c=1 d=2.10566e-25 t=51595
zen me hui zai 	怎麼會在	c=1 d=6.57697e-42 t=51595
zen me ke neng 	怎麼可能	c=1 d=1 t=48135
zen me la 	怎麼啦	c=8 d=1.14355 t=51595
zen me nong 	怎麼弄	c=1 d=2.30756e-14 t=51595
zen me suan 	怎麼算	c=1 d=2.90281e-08 t=51595
zen me xi 	怎麼洗	c=1 d=0.18452 t=51595
zen me yang 	怎麼樣	c=20 d=0.470011 t=51595
zen me zuo 	怎麼做	c=1 d=1.57371e-11 t=51595
zen mei 	怎沒	c=1 d=9.45006e-12 t=51595
zen ne 	怎呢	c=1 d=0.429557 t=51595
zeng 	增	c=5 d=0.687289 t=51595
zeng 	曾	c=0 d=5.19707e-08 t=51595
zeng gai 	增改	c=2 d=8.44095e-07 t=51595
zeng jia 	增加	c=41 d=0.000790171 t=51595
zeng jian 	增減	c=1 d=2.64649e-38 t=51595
zeng liang 	增量	c=3 d=0.000902809 t=51595
zeng qiang 	增強	c=4 d=0.000871757 t=51595
zeng shan 	增刪	c=2 d=1.3041e-06 t=51595
zeng shan gai 	曾刪改	c=2 d=5.22313e-07 t=51595
zeng zhi shui 	增值稅	c=2 d=7.21844e-41 t=51595
zha lie 	炸裂	c=3 d=0.00307331 t=51595
zha pian 	詐騙	c=3 d=1.7204e-10 t=51595
zha shi 	紮實	c=0 d=1.54601e-09 t=51595
zha zha 	渣渣	c=1 d=1 t=50157
zhai 	債	c=4 d=0.00301449 t=51595
zhai 	宅	c=0 d=2.22698e-38 t=51595
zhai nan 	宅男	c=1 d=1.39215e-10 t=51595
zhai quan 	債券	c=1 d=7.47221e-14 t=51595
zhai wu 	債務	c=1 d=4.40957e-15 t=51595
zhan 	佔	c=3 d=3.41472e-07 t=51595
zhan 	戰	c=4 d=1.15987 t=51595
zhan 	棧	c=22 d=0.00224287 t=51595
zhan 	站	c=25 d=1.81153 t=51595
zhan di 	戰地	c=1 d=9.23873e-40 t=51595
zhan dian 	站點	c=4 d=3.50116e-07 t=51595
zhan ding 	棧頂	c=1 d=7.40014e-47 t=51595
zhan guo 	戰國	c=3 d=5.08889e-25 t=51595
zhan kai 	展開	c=2 d=3.69551e-06 t=51595
zhan lan 	展覽	c=1 d=6.27687e-22 t=51595
zhan lve 	戰略	c=2 d=6.80629e-24 t=51595
zhan lve yi wu 	戰略役物	c=2 d=6.47786e-24 t=51595
zhan nei 	棧內	c=1 d=7.74076e-47 t=51595
zhan pian yi 	佔便宜	c=1 d=0.0101529 t=51595
zhan shang 	棧上	c=1 d=2.39587e-44 t=51595
zhan sheng 	戰勝	c=0 d=7.56403e-41 t=51595
zhan shi 	展示	c=6 d=5.59186e-06 t=51595
zhan ta 	站他	c=1 d=0.0317456 t=51595
zhan tie 	粘貼	c=5 d=0.923116 t=51595
zhan yong 	佔用	c=6 d=5.06384e-09 t=51595
zhan zai 	站在	c=1 d=8.10998e-07 t=51595
zhan zhang 	站長	c=1 d=9.05145e-05 t=51595
zhan zhen 	棧楨	c=2 d=2.80464e-45 t=51595
zhang 	張	c=10 d=2.23719e-07 t=51595
zhang 	漲	c=4 d=0.00188279 t=51595
zhang 	章	c=2 d=0.00706512 t=51595
zhang ben 	賬本	c=1 d=0.00554422 t=51595
zhang chu lai 	長出來	c=0 d=1.9158e-32 t=51595
zhang chu lai le 	長出來了	c=1 d=1.9254e-31 t=51595
zhang da 	長大	c=1 d=9.63246e-31 t=51595
zhang dan 	賬單	c=0 d=5.2249e-12 t=51595
zhang dan ri 	賬單日	c=2 d=1.96685e-10 t=51595
zhang fu 	漲幅	c=2 d=1.96079 t=49111
zhang guo 	漲過	c=1 d=1.34057e-07 t=51595
zhang hao 	帳號	c=35 d=0.226779 t=51595
zhang hu 	賬戶	c=11 d=0.0441926 t=51595
zhang hu mi ma 	賬戶密碼	c=1 d=1.36459e-10 t=51595
zhang hu ming 	賬戶名	c=3 d=2.63648e-07 t=51595
zhang jia 	漲價	c=2 d=0.302704 t=51595
zhang kong 	掌控	c=3 d=4.95373e-31 t=51595
zhang lang 	蟑螂	c=2 d=3.46069e-39 t=51595
zhang le 	漲了	c=1 d=0.0483156 t=51595
zhang men 	掌門	c=3 d=1.10662e-06 t=51595
zhang san 	張三	c=2 d=9.53203e-42 t=51595
zhang shang 	掌上	c=1 d=4.23796e-48 t=51595
zhao 	兆	c=4 d=0.707518 t=51595
zhao 	找	c=26 d=1.48913 t=51595
zhao 	招	c=4 d=2.88331e-09 t=51595
zhao 	照	c=2 d=2.66627e-08 t=51595
zhao bu dao 	找不到	c=7 d=1.38866e-06 t=51595
zhao chu 	找出	c=1 d=0.212248 t=51595
zhao dao 	找到	c=11 d=0.23457 t=51595
zhao dao de 	找到的	c=1 d=4.81467e-49 t=51595
zhao dao gong zuo 	找到工作	c=1 d=7.07234e-14 t=51595
zhao de 	找的	c=0 d=2.55511e-08 t=51595
zhao de dui bu dui 	找的對不對	c=1 d=2.56792e-07 t=51595
zhao di fang 	找地方	c=1 d=0.000305061 t=51595
zhao fang zi 	找房子	c=2 d=8.59799e-09 t=51595
zhao ge 	找個	c=3 d=1.01896e-05 t=51595
zhao gong si 	找公司	c=1 d=8.8322e-40 t=51595
zhao hang 	招行	c=5 d=1.76422e-05 t=51595
zhao hao 	找好	c=1 d=0.024234 t=51595
zhao huan 	召喚	c=1 d=1.08946e-08 t=51595
zhao hui 	召回	c=4 d=0.535261 t=51595
zhao hui lv 	召回率	c=4 d=0.00223754 t=51595
zhao ji 	召集	c=3 d=8.41446e-32 t=51595
zhao jia xiao 	找駕校	c=1 d=0.000347412 t=51595
zhao le 	找了	c=2 d=1.85228e-08 t=51595
zhao ni 	找你	c=5 d=0.0826187 t=51595
zhao ni le 	找你了	c=1 d=0.0437178 t=51595
zhao ni na 	找你拿	c=1 d=0.715338 t=51595
zhao nv peng you 	找女朋友	c=1 d=0.135335 t=51595
zhao pian 	照片	c=5 d=0.0115047 t=51595
zhao pin 	招聘	c=1 d=1.20486e-16 t=51595
zhao ren 	找人	c=2 d=0.179066 t=51595
zhao ren 	招人	c=1 d=1 t=47260
zhao shang 	招商	c=12 d=0.0026189 t=51595
zhao wo 	找我	c=2 d=0.265803 t=51595
zhao yi zhao 	找一找	c=2 d=0.402524 t=51595
zhao zai zhe 	找在這	c=1 d=6.31714e-09 t=51595
zhao zei 	找賊	c=1 d=3.06528e-31 t=51595
zhao zhao 	找找	c=2 d=0.00215492 t=51595
zhe 	着	c=9 d=0.556154 t=51595
zhe 	者	c=8 d=4.66925e-06 t=51595
zhe 	這	c=21 d=0.438101 t=51595
zhe ben shu 	這本書	c=1 d=2.77594e-41 t=51595
zhe bian 	這邊	c=13 d=0.288139 t=51595
zhe biao qing 	這表情	c=1 d=1.12942e-20 t=51595
zhe bu shi 	着不是	c=2 d=0.38868 t=51595
zhe cai 	這才	c=1 d=1.90204e-05 t=51595
zhe cai shi 	這纔是	c=3 d=2.05548e-06 t=51595
zhe dian 	這點	c=2 d=1.16826e-06 t=51595
zhe die 	摺疊	c=4 d=0.000118241 t=51595
zhe dou 	這都	c=1 d=1.09507e-39 t=51595
zhe duan 	這段	c=2 d=6.26491e-10 t=51595
zhe duan hua 	這段話	c=1 d=2.30043e-07 t=51595
zhe fu jin 	這附近	c=1 d=6.94669e-09 t=51595
zhe ge 	這個	c=118 d=1.39961 t=51595
zhe ge biao 	這個表	c=1 d=2.40631e-07 t=51595
zhe ge di tan 	這個地毯	c=1 d=1.86533e-11 t=51595
zhe ge jia 	這個加	c=1 d=2.40754e-13 t=51595
zhe ge jia wei 	這個價位	c=1 d=5.34243e-08 t=51595
zhe ge jiu xing 	這個就行	c=1 d=1.21069e-14 t=51595
zhe ge lei 	這個類	c=1 d=1.20987e-06 t=51595
zhe ge shuo ming 	這個說明	c=1 d=6.42811e-08 t=51595
zhe ge wo zhi dao 	這個我知道	c=1 d=1.03168e-14 t=51595
zhe ge yue 	這個月	c=6 d=1.01308e-05 t=51595
zhe guang 	遮光	c=1 d=1 t=49247
zhe hai 	這還	c=0 d=1.82839e-12 t=51595
zhe hang 	折行	c=1 d=1.0736e-12 t=51595
zhe he 	這和	c=1 d=0.00226541 t=51595
zhe huan 	折換	c=5 d=1.75562e-24 t=51595
zhe ji 	這集	c=1 d=5.27741e-11 t=51595
zhe ji ge 	這幾個	c=2 d=1.82746e-05 t=51595
zhe ji ge di fang 	這幾個地方	c=1 d=6.2867e-11 t=51595
zhe ji tiao 	這幾條	c=1 d=5.77146e-05 t=51595
zhe jia 	這家	c=1 d=2.58079e-07 t=51595
zhe jiang 	浙江	c=6 d=3.43685e-06 t=51595
zhe jiang sheng 	浙江省	c=1 d=7.79328e-09 t=51595
zhe jiu shi 	這就是	c=4 d=0.000236062 t=51595
zhe ju 	這句	c=1 d=2.41838e-07 t=51595
zhe kuai 	這塊	c=2 d=4.35294e-10 t=51595
zhe kuan 	這款	c=1 d=2.75065e-51 t=51595
zhe li 	這裏	c=9 d=2.52316e-06 t=51595
zhe li you 	這裏有	c=1 d=0.56836 t=51595
zhe lia 	這倆	c=1 d=0.484325 t=51595
zhe liang ge 	這兩個	c=4 d=0.557106 t=51595
zhe liang tian 	這兩天	c=1 d=5.55083e-17 t=51595
zhe me 	這麼	c=6 d=6.89538e-11 t=51595
zhe me duo 	這麼多	c=1 d=1.40227e-07 t=51595
zhe me jiu 	這麼久	c=1 d=1.97522e-08 t=51595
zhe me shuo 	這麼說	c=0 d=7.109e-17 t=51595
zhe me zao 	這麼早	c=2 d=1 t=51571
zhe ne 	着呢	c=0 d=1.93177e-12 t=51595
zhe ni dou zhi dao 	這你都知道	c=1 d=0.477114 t=51595
zhe pian 	這篇	c=2 d=2.3485e-15 t=51595
zhe qun 	這羣	c=1 d=2.67272e-07 t=51595
zhe ren 	這人	c=1 d=0.0100518 t=51595
zhe san ge 	這三個	c=1 d=1.07305e-06 t=51595
zhe shi 	這是	c=20 d=0.00563328 t=51595
zhe shi 	這時	c=2 d=3.50045e-34 t=51595
zhe shi shui 	這是誰	c=1 d=6.18994e-05 t=51595
zhe shi shuo 	這是說	c=1 d=2.58607e-31 t=51595
zhe tai 	這臺	c=1 d=1.35589e-23 t=51595
zhe teng 	折騰	c=3 d=0.337377 t=51595
zhe wo 	這我	c=1 d=1.39528e-07 t=51595
zhe xia 	這下	c=1 d=2.49202e-07 t=51595
zhe xian 	折線	c=2 d=0.0581802 t=51595
zhe xian tu 	折線圖	c=9 d=0.233119 t=51595
zhe xie 	這些	c=10 d=5.62896e-05 t=51595
zhe xue 	哲學	c=3 d=0.771052 t=51595
zhe yang 	這樣	c=26 d=0.353915 t=51595
zhe ye 	這也	c=0 d=1.01053e-36 t=51595
zhe ye jiu shi 	這也就是	c=1 d=1.0156e-35 t=51595
zhe yi 	這一	c=1 d=1.07843e-06 t=51595
zhe yi bu 	這一步	c=1 d=1.44591e-44 t=51595
zhe yi dian 	這一點	c=1 d=1.81958e-13 t=51595
zhe yi fu 	着衣服	c=1 d=0.179066 t=51595
zhe yi hang 	者一行	c=1 d=2.95473e-40 t=51595
zhe yi hang 	這一行	c=1 d=4.05231e-21 t=51595
zhe yi nian 	這一年	c=1 d=0.00640933 t=51595
zhe ying gai 	這應該	c=1 d=2.34084e-06 t=51595
zhe you 	這又	c=0 d=4.9564e-09 t=51595
zhe yu 	這雨	c=1 d=4.02225e-51 t=51595
zhe yu 	遮雨	c=0 d=3.43301e-12 t=51595
zhe yu bu 	遮雨布	c=1 d=3.45021e-11 t=51595
zhe zhang 	這張	c=1 d=9.39813e-07 t=51595
zhe zhang biao 	這張表	c=1 d=9.44524e-06 t=51595
zhe zhi 	這隻	c=0 d=6.37824e-35 t=51595
zhe zhi shi 	這隻是	c=1 d=6.41022e-34 t=51595
zhe zhong 	這種	c=11 d=0.136908 t=51595
zhe zhong cao zuo 	這種操作	c=1 d=2.12501e-15 t=51595
zhe zhong shi 	這種事	c=1 d=2.53839e-18 t=51595
zhe zhou 	這周	c=6 d=0.00546173 t=51595
zhe zhou mo 	這週末	c=1 d=0.008396 t=51595
zhe zuo 	這座	c=1 d=1.54917e-32 t=51595
zhei 	這	c=3 d=5.71501e-07 t=51595
zhei ge 	這個	c=2 d=0.66034 t=51595
zhei li 	這裏	c=1 d=6.84208e-07 t=51595
zhei yang 	這樣	c=1 d=9.81033e-12 t=51595
zhen 	幀	c=1 d=1.32489e-45 t=51595
zhen 	珍	c=1 d=2.18259e-06 t=51595
zhen 	真	c=9 d=0.194952 t=51595
zhen 	鎮	c=2 d=1.21842e-30 t=51595
zhen 	陣	c=2 d=3.10525e-07 t=51595
zhen bu cuo 	真不錯	c=3 d=1.06099e-10 t=51595
zhen dang qi 	振盪器	c=1 d=1.16826e-06 t=51595
zhen de 	真的	c=8 d=0.00340478 t=51595
zhen de bu cuo 	真的不錯	c=1 d=0.0342181 t=51595
zhen de jia de 	真的假的	c=2 d=1.09209e-07 t=51595
zhen de ma 	真的嗎	c=2 d=3.16411e-22 t=51595
zhen de shi 	真的是	c=2 d=3.85874e-05 t=51595
zhen dui 	針對	c=2 d=4.16528e-11 t=51595
zhen duo 	真多	c=0 d=1.05834e-21 t=51595
zhen hao 	真好	c=1 d=1.31104e-39 t=51595
zhen jia 	真假	c=1 d=7.79199e-07 t=51595
zhen jian nan 	真艱難	c=1 d=2.56347e-16 t=51595
zhen jiang 	鎮江	c=1 d=0.000262568 t=51595
zhen jing 	震驚	c=0 d=3.31324e-06 t=51595
zhen ke lian 	真可憐	c=1 d=5.35609e-38 t=51595
zhen kuai 	真快	c=1 d=2.97165e-19 t=51595
zhen li hai 	鎮厲害	c=2 d=2.76115e-37 t=51595
zhen nan 	真難	c=1 d=1.19246e-12 t=51595
zhen shi 	真實	c=5 d=0.0443785 t=51595
zhen shi 	真是	c=3 d=2.31196e-07 t=51595
zhen zhen zheng zheng 	真真正正	c=1 d=1.42691e-06 t=51595
zhen zheng 	真正	c=1 d=1.57698e-06 t=51595
zheng 	整	c=2 d=8.31526e-07 t=51595
zheng 	正	c=12 d=0.97531 t=51595
zheng 	爭	c=1 d=1.86495e-38 t=51595
zheng 	證	c=7 d=1.45069e-05 t=51595
zheng ce 	政策	c=1 d=3.38017e-05 t=51595
zheng chang 	正常	c=16 d=0.345988 t=51595
zheng dan 	整單	c=4 d=0.000213261 t=51595
zheng fu 	正負	c=3 d=0.00095276 t=51595
zheng fu bi 	正負比	c=1 d=5.38677e-17 t=51595
zheng ge 	整個	c=9 d=2.90983e-07 t=51595
zheng hang 	整行	c=2 d=4.49558e-07 t=51595
zheng hao 	整好	c=7 d=0.654694 t=51595
zheng hao 	正好	c=2 d=1.0501e-08 t=51595
zheng he 	整合	c=1 d=0.0262523 t=51595
zheng jie 	整潔	c=1 d=0.390628 t=51595
zheng jiu 	拯救	c=1 d=7.84705e-31 t=51595
zheng li 	整理	c=4 d=0.000769323 t=51595
zheng lun 	爭論	c=1 d=2.62649e-37 t=51595
zheng mian 	正面	c=3 d=4.34183e-31 t=51595
zheng ming 	證明	c=3 d=0.028297 t=51595
zheng qi 	蒸汽	c=1 d=2.1717e-06 t=51595
zheng qian 	掙錢	c=2 d=0.000320701 t=51595
zheng qu 	爭取	c=1 d=2.04058e-38 t=51595
zheng que 	正確	c=6 d=0.000625399 t=51595
zheng que lv 	正確率	c=1 d=0.316637 t=51595
zheng ren mai lv 	鄭人買履	c=1 d=0.08291 t=51595
zheng shu 	整數	c=1 d=2.44434e-15 t=51595
zheng shui 	徵稅	c=1 d=2.18333e-10 t=51595
zheng tai 	正太	c=4 d=1.80602e-05 t=51595
zheng tai fen bu 	正態分佈	c=3 d=0.136014 t=51595
zheng ti 	整體	c=1 d=1.92645e-08 t=51595
zheng xiang 	正向	c=9 d=0.578263 t=51595
zheng xin 	徵信	c=5 d=9.22117e-07 t=51595
zheng yang ben 	正樣本	c=4 d=8.44185e-16 t=51595
zheng zai 	正在	c=13 d=0.369723 t=51595
zheng zai bian ji 	正在編輯	c=1 d=6.91558e-15 t=51595
zheng ze 	正則	c=18 d=0.0755844 t=51595
zheng ze biao da shi 	正則表達式	c=2 d=5.86268e-13 t=51595
zheng ze hua 	正則化	c=4 d=3.37446e-06 t=51595
zheng zhi 	政治	c=1 d=0.00621991 t=51595
zheng zhou 	鄭州	c=7 d=5.71384e-07 t=51595
zhi 	之	c=12 d=0.392586 t=51595
zhi 	值	c=125 d=2.6462 t=51595
zhi 	只	c=4 d=1.73414e-06 t=51595
zhi 	志	c=2 d=0.546074 t=51595
zhi 	指	c=2 d=7.77318e-08 t=51595
zhi 	支	c=1 d=0.00382958 t=51595
zhi 	智	c=1 d=3.72717e-37 t=51595
zhi 	止	c=13 d=0.524663 t=51595
zhi 	治	c=1 d=2.96287e-43 t=51595
zhi 	直	c=4 d=8.33823e-10 t=51595
zhi 	知	c=1 d=2.2213e-07 t=51595
zhi 	紙	c=1 d=1.94542e-35 t=51595
zhi 	置	c=1 d=0.0284388 t=51595
zhi 	職	c=1 d=8.84903e-33 t=51595
zhi 	至	c=9 d=0.594951 t=51595
zhi ban 	值班	c=1 d=2.32246e-35 t=51595
zhi bao 	質保	c=1 d=7.46713e-06 t=51595
zhi biao 	指標	c=10 d=0.253602 t=51595
zhi bo 	直播	c=2 d=4.91812e-05 t=51595
zhi bu guo 	只不過	c=1 d=3.49202e-35 t=51595
zhi chi 	支持	c=14 d=3.90654e-06 t=51595
zhi chi 	知恥	c=0 d=1.2142e-49 t=51595
zhi chi er hou yong 	知恥而後勇	c=1 d=1.22029e-48 t=51595
zhi chu 	之處	c=2 d=1.68052e-14 t=51595
zhi chuan di 	值傳遞	c=1 d=4.71468e-08 t=51595
zhi ci 	至此	c=2 d=1.41637e-07 t=51595
zhi da 	直達	c=1 d=5.58817e-37 t=51595
zhi dan 	製單	c=6 d=1.75463e-06 t=51595
zhi dan ren 	製單人	c=8 d=1.24793e-06 t=51595
zhi dao 	指導	c=3 d=3.89885e-08 t=51595
zhi dao 	直到	c=7 d=3.3138e-07 t=51595
zhi dao 	知道	c=29 d=0.529551 t=51595
zhi de 	值得	c=5 d=0.467666 t=51595
zhi de mai 	值得買	c=2 d=0.00427488 t=51595
zhi de tou zi ma 	值得投資嗎	c=1 d=1.52352e-12 t=51595
zhi di 	之地	c=0 d=1.538e-36 t=51595
zhi di 	質地	c=1 d=1 t=49251
zhi dian 	指點	c=4 d=1.8904e-49 t=51595
